date, pm25, pm10, o3, no2, so2, co
2014/11/14, 57, , , 23, , 1
2014/11/15, 54, , , 23, , 1
2014/11/16, 28, , , 20, , 1
2014/11/17, 32, , , 24, , 1
2014/11/18, 26, , , 25, , 2
2014/11/19, 33, , , 28, , 2
2014/11/20, 58, , , 20, , 1
2014/11/21, 32, , , 18, , 1
2014/11/22, 17, , , 14, , 1
2014/11/23, 20, , , 16, , 1
2014/11/24, 23, , , 29, , 2
2014/11/25, 29, , , 17, , 3
2014/11/26, 24, , , 17, , 4
2014/11/27, 70, , , 15, , 4
2014/11/28, 33, , , 12, , 4
2014/11/29, 28, , , 18, , 5
2014/11/30, 23, , , 27, , 5
2014/12/1, 29, , , 25, , 5
2014/12/2, 16, , , 30, , 6
2014/12/3, 31, , , 34, , 7
2014/12/4, 32, , , 30, , 4
2014/12/5, 29, , , 32, , 3
2014/12/6, 64, , , 27, , 3
2014/12/7, 44, , , 27, , 5
2014/12/8, 27, , , 33, , 6
2014/12/9, 35, , , 34, , 6
2014/12/10, 26, , , 19, , 1
2014/12/11, 18, , , 17, , 1
2014/12/12, 22, , , 23, , 2
2014/12/13, 28, , , 10, , 2
2014/12/14, 24, , , 18, , 3
2014/12/15, 25, , , 19, , 3
2014/12/16, 38, , , 14, , 1
2014/12/17, 59, , , 26, , 5
2014/12/18, 42, , , 28, , 5
2014/12/19, 35, , , 25, , 6
2014/12/20, 24, , , 20, , 3
2014/12/21, 19, , , 22, , 5
2014/12/22, 23, , , 31, , 7
2014/12/23, 34, , , 29, , 6
2014/12/24, 30, , , 19, , 4
2014/12/25, 14, , , 11, , 3
2014/12/26, 29, , , 19, , 4
2014/12/27, 14, , , 28, , 6
2014/12/28, 26, , , 10, , 4
2014/12/29, 35, , , , , 
2014/7/29, 38, , , , , 
2014/8/9, 45, , , 11, , 1
2014/8/10, 36, , , 13, , 1
2014/8/11, 43, , , , , 
2014/8/13, 57, , , 13, , 2
2014/8/14, 54, , , , , 
2014/8/16, 47, , , 14, , 1
2014/8/17, 35, , , 5, , 2
2014/8/18, 58, , , 18, , 2
2014/8/19, 70, , , 16, , 2
2014/8/20, 70, , , 10, , 1
2014/8/21, 37, , , 11, , 2
2014/8/22, 39, , , 13, , 2
2014/8/23, 39, , , 10, , 1
2014/8/24, 36, , , 8, , 1
2014/8/25, 37, , , 13, , 2
2014/8/26, 37, , , 13, , 2
2014/8/27, 54, , , 12, , 1
2014/8/28, 37, , , 10, , 1
2014/8/29, 23, , , 12, , 1
2014/8/30, 23, , , 6, , 1
2014/8/31, 20, , , 9, , 1
2014/9/1, 27, , , 10, , 1
2014/9/2, 19, , , 13, , 1
2014/9/3, 23, , , 9, , 1
2014/9/4, 24, , , 12, , 1
2014/9/5, 23, , , 11, , 2
2014/9/6, 27, , , 10, , 1
2014/9/7, 31, , , 8, , 1
2014/9/8, 33, , , 7, , 1
2014/9/9, 14, , , 12, , 2
2014/9/10, 20, , , 13, , 2
2014/9/11, 17, , , 13, , 2
2014/9/12, 19, , , 14, , 2
2014/9/13, 23, , , 10, , 2
2014/9/14, 24, , , 12, , 2
2014/9/15, 26, , , 16, , 2
2014/9/16, 28, , , 20, , 3
2014/9/17, 31, , , 22, , 3
2014/9/18, 44, , , 18, , 3
2014/9/19, 56, , , 14, , 2
2014/9/20, 44, , , 13, , 2
2014/9/21, 21, , , 10, , 2
2014/9/22, 33, , , 16, , 3
2014/9/23, 47, , , 20, , 3
2014/9/24, 57, , , 14, , 3
2014/9/25, 35, , , 21, , 3
2014/9/26, 39, , , 16, , 3
2014/9/27, 56, , , 11, , 
2014/9/28, 35, , , 4, , 
2014/9/29, 26, , , 13, , 3
2014/9/30, 23, , , 11, , 
2014/10/1, 20, , , 13, , 1
2020/4/1, , , , 3, , 2
2020/1/1, , , , 17, , 6
2019/12/8, , , , 18, , 3
2019/12/14, , , , 34, 1, 6
2019/9/19, , , , 9, 1, 2
2019/1/1, , , , 20, 1, 5
2018/8/18, , , , 8, 3, 8
2016/10/11, , , , 10, , 1
2016/11/28, , , , 27, , 7
2016/1/3, , , , 42, , 9
2015/4/8, , , , 8, , 
2015/5/17, , , , 5, , 
2015/5/18, , , , 2, , 
2015/5/19, , , , 5, , 
2015/1/1, , , , 21, , 6
2014/10/16, , , , 7, , 4
2014/7/28, , , , 7, , 1
2014/8/8, , , , 13, , 1
2014/8/12, , , , 15, , 2
2014/8/15, , , , 14, , 2
2019/9/18, , , , , 1, 
2018/8/15, , , , , 2, 
2018/8/16, , , , , 2, 
2018/8/17, , , , , 2, 
